ciclo_lectivo,id_estudiante,id_materia,condicion_academica,nunca_cursada,situacion_actual,motivo_no_cursa,fecha_actualizacion,usuario,resultado_cierre,ciclo_cerrado
2026,1D-00006,MTM-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1D-00006,PLG-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3A-00007,RTE-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3A-00007,BLG-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3A-00007,CCD-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3A-00007,EFC-3,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3A-00007,FQA-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3A-00007,GGF-3,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3A-00007,HTR-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3A-00007,IGS-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3A-00007,MTM-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3A-00007,PLG-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00008,BLG-4N,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00008,EFC-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00008,GGF-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00008,HTR-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00008,IGS-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00008,IAF-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00008,IAQ-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00008,LIT-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00008,MCS-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00008,NTI-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00008,SYA-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00009,RTE-5N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00009,BLG-5N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00009,CDT-5N,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00009,EFC-5N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00009,FIS-5N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00009,FDQ-5N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00009,GGF-5N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00009,HTR-5N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00009,IGS-5N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00009,LIT-5N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00009,MCS-5N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00009,PYC-5N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00010,RTE-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00010,CNT-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00010,CSC-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00010,CCD-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00010,EFC-1,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00010,IGS-1,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00010,MTM-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00010,PLG-1,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2A-00011,RTE-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2A-00011,BLG-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2A-00011,CCD-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2A-00011,EFC-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2A-00011,FQA-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2A-00011,GGF-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2A-00011,HTR-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2A-00011,IGS-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2A-00011,MTM-2,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2A-00011,PLG-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00012,RTE-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00012,BLG-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00012,CCD-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00012,EFC-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00012,FQA-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00012,GGF-2,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00012,HTR-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00012,IGS-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00012,MTM-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00012,PLG-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3B-00013,RTE-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3B-00013,BLG-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3B-00013,CCD-3,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3B-00013,EFC-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3B-00013,FQA-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3B-00013,GGF-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3B-00013,HTR-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3B-00013,IGS-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3B-00013,MTM-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,3B-00013,PLG-3,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00014,RTE-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00014,CNT-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00014,CSC-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00014,CCD-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00014,EFC-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00014,IGS-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00014,MTM-1,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00014,PLG-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00015,BLG-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00015,EFC-4N,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00015,GGF-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00015,HTR-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00015,IGS-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00015,IAF-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00015,IAQ-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00015,LIT-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00015,MCS-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00015,NTI-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4A-00015,SYA-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6A-00016,RTE-6S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6A-00016,EFC-6S,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6A-00016,FIA-6S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6A-00016,GGF-6S,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6A-00016,HTR-6S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6A-00016,IGS-6S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6A-00016,LIT-6S,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6A-00016,MCS-6S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6A-00016,PIC-6S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6A-00016,TYC-6S,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00017,CCS-5S,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00017,EPO-5S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00017,EFC-5S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00017,GGF-5S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00017,HTR-5S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00017,IGS-5S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00017,IAQ-5S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00017,LIT-5S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00017,MCS-5S,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00017,PYC-5S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,5A-00017,SOC-5S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6C-00018,ADS-6N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6C-00018,BGS-6N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6C-00018,EFC-6N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6C-00018,FCT-6N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6C-00018,FCM-6N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6C-00018,IGS-6N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6C-00018,LIT-6N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6C-00018,MCS-6N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6C-00018,QDC-6N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,6C-00018,TYC-6N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00019,RTE-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00019,BLG-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00019,CCD-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00019,EFC-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00019,FQA-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00019,GGF-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00019,HTR-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00019,IGS-2,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00019,MTM-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,2C-00019,PLG-2,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00020,RTE-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00020,CNT-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00020,CSC-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00020,CCD-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00020,EFC-1,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00020,IGS-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00020,MTM-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1B-00020,PLG-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4D-00021,BLG-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4D-00021,EFC-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4D-00021,GGF-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4D-00021,HTR-4S,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4D-00021,IGS-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4D-00021,IAF-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4D-00021,LIT-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4D-00021,MCS-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4D-00021,NTI-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4D-00021,PSI-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4D-00021,SYA-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00022,BLG-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00022,EFC-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00022,GGF-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00022,HTR-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00022,IGS-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00022,IAF-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00022,LIT-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00022,MCS-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00022,NTI-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00022,PSI-4S,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00022,SYA-4S,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00023,BLG-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00023,EFC-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00023,GGF-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00023,HTR-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00023,IGS-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00023,IAF-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00023,IAQ-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00023,LIT-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00023,MCS-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00023,NTI-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,4B-00023,SYA-4N,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00024,RTE-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00024,CNT-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00024,CSC-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00024,CCD-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00024,EFC-1,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00024,IGS-1,regular,False,recursa,,2026-02-20 10:49:50+00:00,generador_automatico,,False
2026,1A-00024,MTM-1,regular,False,cursa_primera_vez,,2026-02-20 10:49:50+00:00,generador_automatico,,False
